id,url,brand,lcbo_id,style_link_name,style_link_url,description,seasonal,release,abv,made_in,made_by,style,created
658,http://www.lcbo.com/lcbo/product/left-field-brewery-eephus-oatmeal-brown-ale/481879,"Left Field Brewery Eephus Oatmeal Brown Ale",NULL,"Medium & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Roasted,"Named after the eephus pitch that is meant to catch the batter off-guard; this surprises the palate with rich dark colour, smooth, creamy texture, lovely dark flavours of coffee, chocolate, toasted nuts and a hint of bitterness that creates the perfect balance; the finish is long with persisting flavours.",NULL,"December 20, 2016",5.5%,"Ontario, Canada","Left Field Brewery Inc.","Medium & Roasted","2018-06-11 03:04:25"
659,http://www.lcbo.com/lcbo/product/propeller-ipa/487116,"Propeller IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,6.5%,"Ontario, Canada","Propeller Brewing Company","Medium & Hoppy","2018-06-11 03:04:26"
660,http://www.lcbo.com/lcbo/product/muskoka-twice-as-mad-tom-ipa/480368,"Muskoka Twice As Mad Tom IPA",NULL,"Full & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Hoppy,"This aggressively twice dry-hopped Imperial IPA is intense with hop aromas and bold flavour character. Pouring a medium gold with a pillowy white head; expect aromas/flavours of pine and citrus pith along with cereal grain. Full-bodied with average carbonation and intense bitterness followed by a refreshing finish.",NULL,"March 21, 2017",8.4%,"Ontario, Canada","Lakes Of Muskoka Cottage Brewery","Full & Hoppy","2018-06-11 03:04:26"
661,http://www.lcbo.com/lcbo/product/oskar-blues-pale-ale/482067,"Oskar Blues Pale Ale",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,"Oskar Blue's started out as a brew pub in Lyons, Colorado. Their Pale Ale has a lovely amber appearance with aromas of citrus hop, wheat bread and malt. Flavours of grapefruit, citrus and green tea are also present. Medium bodied with a long finish.",NULL,"April 16, 2018",6.5%,USA,"Oskar Blues Brewery","Medium & Hoppy","2018-06-11 03:04:26"
662,http://www.lcbo.com/lcbo/product/new-ontario-brewing-bear-runner-blonde-ale/473637,"New Ontario Brewing Bear Runner Blonde Ale",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"A flagship beer from one of Ontario's best craft breweries. Has a slightly hazy yellow colour with fine head. Aromas are delicate, showing grassy/herbal, citrus, grain and spice with butterscotch, dough and sweet malt notes. Initially off-dry and smooth flavours of malt, light citrus fruit, pepper and herb on a the finish.",NULL,"July 10, 2017",4.5%,"Ontario, Canada","New Ontario Brewing Company In","Medium & Malty","2018-06-11 03:04:26"
663,http://www.lcbo.com/lcbo/product/cowbell-doc-perdue-s-bobcat/493247,"Cowbell Doc Perdue's Bobcat",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Doc Perdue - Blyth's veterinarian in the late 1880's - had a penchant for collecting exotic animals and a love of the drink. To pay homage, this beer captures his forward nature with a hoppy pint that is laden with fresh pine, citrus and juicy orange aroma/flavour on a mid-weight, dry palate that finishes crisply.",NULL,"June 27, 2017",5.5%,"Ontario, Canada","Cowbell Brewing Co.","Medium & Malty","2018-06-11 03:04:26"
664,http://www.lcbo.com/lcbo/product/lost-craft-crimzen/484451,"Lost Craft Crimzen",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"This English-style red ale is the second product from the Toronto brewers. Pours bright amber colour with a red hue. Bright and flavourful showing notes of apple, orange peel, toffee, caramel and hints of spice. The palate is refreshing and balanced by good carbonation and a pleasing finish.",NULL,"March 17, 2017",4.7%,"Ontario, Canada","Lost Craft","Medium & Malty","2018-06-11 03:04:26"
665,http://www.lcbo.com/lcbo/product/great-lakes-brewery-octopus-wants-to-fight-ipa/458273,"Great Lakes Brewery Octopus Wants To Fight IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,"Seasonal/Limited Quantities*",NULL,6.2%,"Ontario, Canada","Great Lakes Brewing Co. Inc.","Medium & Hoppy","2018-06-11 03:04:26"
666,http://www.lcbo.com/lcbo/product/lost-craft-sirius/508796,"Lost Craft Sirius",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Inspired by beers from the US, this is brewed in small batches; pours a clear gold colour, showcasing bright citrus and pine aromas followed by a light-bodied palate; good carbonation creates a creamy texture that offers more subtle fruit flavours and a refreshingly clean finish that is easy-to-enjoy.",NULL,"May 19, 2017",4.9%,"Ontario, Canada","Lost Craft","Medium & Malty","2018-06-11 03:04:26"
667,http://www.lcbo.com/lcbo/product/bench-brewing-twenty-mile-farmhouse-ale/508515,"Bench Brewing Twenty Mile Farmhouse Ale",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,"This highly refreshing Belgian-style Saison is a great alternative to sparkling wine. Dominated by citrus fruits, it offers notes of lemon zest, biscuit and light Asian spice character on a medium-bodied, dry palate.",NULL,"June 27, 2017",5.3%,"Ontario, Canada","Bench Brewing Company","Medium & Fruity","2018-06-11 03:04:26"
668,http://www.lcbo.com/lcbo/product/collective-arts-rhyme-reason/450288,"Collective Arts Rhyme & Reason",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,5.7%,"Ontario, Canada","Collective Arts Brewing Limited","Medium & Hoppy","2018-06-11 03:04:26"
669,http://www.lcbo.com/lcbo/product/manitoulin-brewing-bridal-veil-pale-ale/498642,"Manitoulin Brewing Bridal Veil Pale Ale",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Named after the magnificent Bridal Veil Falls in Kegawong, on Manitoulin Island; this pours an amber colour with a hearty layer of foam. Aromas of cereal grain, pine, and hints of citrusy hops fill the glass. Fresh flavours on the palate that are balanced by good carbonation and a malty backbone that lead to a dry finish.",NULL,"May 24, 2017",5.0%,"Ontario, Canada","Manitoulin Brewing","Medium & Malty","2018-06-11 03:04:26"
670,http://www.lcbo.com/lcbo/product/flying-monkeys-confederation-amber/508564,"Flying Monkeys Confederation Amber",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Patient brewing pays off in the harmonization of lightly roasted and caramelly malts grounded by bright noble hops. Copper-hued with a dense beige head and medium body, it boasts a sweet biscuity front. Behind its creamy texture are toasty/bready malts with restrained hints of hop bitterness creating the perfect balance.",NULL,"June 27, 2017",5.0%,"Ontario, Canada","Flying Monkeys Craft Brewery","Medium & Malty","2018-06-11 03:04:26"
671,http://www.lcbo.com/lcbo/product/collective-arts-prophets-nomads/511030,"Collective Arts Prophets & Nomads",NULL,"Light & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Fruity,NULL,NULL,NULL,4.5%,"Ontario, Canada","Collective Arts Brewing Limited","Light & Fruity","2018-06-11 03:04:26"
672,http://www.lcbo.com/lcbo/product/clifford-brewing-pinball-wizard/507947,"Clifford Brewing Pinball Wizard",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,5.7%,"Ontario, Canada","Clifford Brewing Company","Medium & Hoppy","2018-06-11 03:04:26"
673,http://www.lcbo.com/lcbo/product/lake-of-bays-broken-axe/499335,"Lake Of Bays Broken Axe",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,4.8%,"Ontario, Canada","Lake Of Bays Brewing","Medium & Hoppy","2018-06-11 03:04:26"
674,http://www.lcbo.com/lcbo/product/creemore-springs-mad-noisy-lagered-ale/512947,"Creemore Springs Mad & Noisy Lagered Ale",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,NULL,NULL,NULL,4.7%,"Ontario, Canada","Creemore Springs Brewery","Medium & Malty","2018-06-11 03:04:26"
675,http://www.lcbo.com/lcbo/product/granville-island-lions-summer-ale/499053,"Granville Island Lions Summer Ale",NULL,"Light & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Malty,NULL,"Seasonal/Limited Quantities*",NULL,4.7%,"Ontario, Canada","Granville Island Brewing","Light & Malty","2018-06-11 03:04:26"
676,http://www.lcbo.com/lcbo/product/hobgoblin-ale/488429,"Hobgoblin Ale",NULL,"Full & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Malty,"Brewed with a combination of chocolate and crystal malts and three types of hops result in an ale that is ruby coloured with a thick layer of foam; complex aromas of roasted malts, toffee, chocolate and light citrus; full-bodied palate with more roasted flavours, including toffee and biscuit that lead to a rich round finish",NULL,"June 12, 2017",4.5%,"England, United Kingdom","The Wychwood Brewery Company Ltd.","Full & Malty","2018-06-11 03:04:26"
677,http://www.lcbo.com/lcbo/product/beau-s-full-time-ipa/499525,"Beau's Full Time IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,6.7%,"Ontario, Canada","Beau's All Natural Brewing","Medium & Hoppy","2018-06-11 03:04:26"
678,http://www.lcbo.com/lcbo/product/bell-city-edison-s-peep-show-ipa/508523,"Bell City Edison's Peep Show IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,6.5%,"Ontario, Canada","Bell City Brewing","Medium & Hoppy","2018-06-11 03:04:26"
679,http://www.lcbo.com/lcbo/product/sleeping-giant-skull-rock-stout/482265,"Sleeping Giant Skull Rock Stout",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,NULL,NULL,NULL,5.1%,"Ontario, Canada","Sleeping Giant Brewing Company","Full & Roasted","2018-06-11 03:04:27"
680,http://www.lcbo.com/lcbo/product/labatt-50/516500,"Labatt 50",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,NULL,NULL,NULL,5.0%,"Ontario, Canada","Labatt Breweries Ontario","Medium & Malty","2018-06-11 03:04:27"
681,http://www.lcbo.com/lcbo/product/beau-s-farm-table-saison/519942,"Beau's Farm Table Saison",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,NULL,"Seasonal/Limited Quantities*",NULL,4.7%,"Ontario, Canada","Beau's All Natural Brewing","Medium & Fruity","2018-06-11 03:04:27"
682,http://www.lcbo.com/lcbo/product/hobgoblin-gold/488445,"Hobgoblin Gold",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"While its colour may be lighter than other brews from the Hobgoblin line-up it surely is no lightweight. Pours bright, golden colour with a good layer of foam; aromas of citrus, gooseberry, hops and light malt. Medium-bodied on the palate with refreshing citrus flavours balanced by mouth-watering malt notes.",NULL,"June 12, 2017",4.2%,"England, United Kingdom","The Wychwood Brewery Company Ltd.","Medium & Malty","2018-06-11 03:04:27"
683,http://www.lcbo.com/lcbo/product/duchesse-de-bourgogne/492769,"Duchesse De Bourgogne",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,NULL,NULL,NULL,6.2%,Belgium,"Brouwerij Verhaeghe","Medium & Fruity","2018-06-11 03:04:27"
684,http://www.lcbo.com/lcbo/product/beau-s-halcyon-barrel-house-infinity-mirror-brett-ipa/514943,"Beau's Halcyon Barrel House Infinity Mirror Brett IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,"Seasonal/Limited Quantities*",NULL,6.5%,"Ontario, Canada","Beau's All Natural Brewing","Medium & Hoppy","2018-06-11 03:04:27"
685,http://www.lcbo.com/lcbo/product/beau-s-tom-green-summer-stout/519959,"Beau's Tom Green Summer Stout",NULL,"Medium & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Roasted,NULL,"Seasonal/Limited Quantities*",NULL,5.0%,"Ontario, Canada","Beau's All Natural Brewing","Medium & Roasted","2018-06-11 03:04:27"
686,http://www.lcbo.com/lcbo/product/niagara-oast-house-brewers-saison/359877,"Niagara Oast House Brewers Saison",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,"In this bottle-conditioned Saison, the effervescence is created by a second fermentation in the bottle. It is a hazy gold colour, with forward spicy, yeasty and earthy notes. On the palate, flavours of banana and citrus, with black pepper on a tart finish. This beer may be aged for up to two years in the bottle.","Seasonal/Limited Quantities*","June 4, 2018",6.5%,"Ontario, Canada","Niagara Oast House Brewery","Medium & Fruity","2018-06-11 03:04:27"
687,http://www.lcbo.com/lcbo/product/wellington-upside-ipa/508580,"Wellington Upside IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,6.8%,"Ontario, Canada","Wellington County Brewery Inc","Medium & Hoppy","2018-06-11 03:04:27"
688,http://www.lcbo.com/lcbo/product/flying-monkeys-juicy-ass/508572,"Flying Monkeys Juicy Ass",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,NULL,NULL,NULL,6.5%,"Ontario, Canada","Flying Monkeys Craft Brewery","Medium & Fruity","2018-06-11 03:04:27"
689,http://www.lcbo.com/lcbo/product/dieu-du-ciel-saison-du-parc/496588,"Dieu Du Ciel Saison Du Parc",NULL,"Medium & Spicy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Spicy,NULL,"Seasonal/Limited Quantities*",NULL,4.2%,"Quebec, Canada","Microbrasserie Dieu Du Ciel","Medium & Spicy","2018-06-11 03:04:27"
690,http://www.lcbo.com/lcbo/product/bobcaygeon-brewing-dockside/485870,"Bobcaygeon Brewing Dockside",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,"Dockside Red Ale pours a deep mahogany colour, with a generous tan-coloured head. On the nose, a sweet roasted malt character, with underlying citrus and piney hop notes. Medium-bodied, with the initial malty sweetness balanced by moderate hops bitterness. The finish is long, with fruity and lightly bitter notes persisting.",NULL,"January 25, 2018",5.0%,"Ontario, Canada","Bobcaygeon Brewing Company Limited","Medium & Malty","2018-06-11 03:04:27"
691,http://www.lcbo.com/lcbo/product/double-trouble-hops-robbers-grapefruit-ipa/514729,"Double Trouble Hops & Robbers Grapefruit IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,"Toasty caramel flavours and malt backbone combined with robust ruby-red grapefruit makes this IPA one you won't be able to put down. Dry hopping with Cascade hops ensures citrusy hop aromatics are retained to balance the malt character. Very versatile this is perfect for pairing with barbeque and spicy foods like curry.",NULL,"July 10, 2017",5.9%,"Ontario, Canada","Double Trouble Brewing Co.","Medium & Hoppy","2018-06-11 03:04:27"
692,http://www.lcbo.com/lcbo/product/black-bellows-white/517805,"Black Bellows White",NULL,"Medium & Spicy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Spicy,"Slightly cloudy, pale gold colour with a long lasting lacy head; delicate floral aromas, light toast, herbs, cloves and a hint of black pepper; light-bodied, with a creamy mouthfeel; the palate shows more floral notes with spicy and fruit flavours; the hops bitterness is balanced by a light sweetness on the lengthy finish.",NULL,"July 11, 2017",5.0%,"Ontario, Canada","Black Bellows Brewing Co","Medium & Spicy","2018-06-11 03:04:27"
693,http://www.lcbo.com/lcbo/product/omnipollo-zodiak-ipa/518795,"Omnipollo Zodiak IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,"Omnipollo was founded in 2011 with a mission to change the perception of beer, forever. Zodiak is there house IPA made with a combination of simcoe, citra and centennial hops. Golden yellow colour with vibrant aromas and flavours of citrus and tropical fruit, spice, herbs and a light pleasant bitterness on the finish.",NULL,"January 24, 2018",6.2%,"Ontario, Canada","Craft Brand Co","Medium & Hoppy","2018-06-11 03:04:27"
694,http://www.lcbo.com/lcbo/product/st-mary-axe-canadian-best-bitter/498931,"St. Mary Axe Canadian Best Bitter",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,NULL,NULL,NULL,4.6%,"Ontario, Canada","St. Mary Axe Inc.","Medium & Malty","2018-06-11 03:04:27"
695,http://www.lcbo.com/lcbo/product/big-rig-alpha-bomb-ipa/446955,"Big Rig Alpha Bomb IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,"An extreme IPA that's bottle unfiltered. Slightly hazy pour; golden yellow colour with light head. Aroma is over-the-top, showing citrus/grapefruit, orange, tropical fruit, caramel, herb and pine. Palate is rich, full, with big hoppy bitterness. Shows flavours of pine resin, grapefruit, malt with herb and tropical fruit.",NULL,"January 25, 2018",6.6%,"Ontario, Canada","Big Rig Brewing Co.","Medium & Hoppy","2018-06-11 03:04:27"
696,http://www.lcbo.com/lcbo/product/palm-breweries-rodenbach-grand-cru/492207,"Palm Breweries Rodenbach Grand Cru",NULL,NULL,NULL,"Grand Cru is a Flemish red ale. Two-thirds of the blend undergoes maturation in oak casks, where wild yeasts create a unique fruity and sour character. Aromas of berries, caramel and chocolate are followed on the palate by an initial sourness, with tart cherry, vinous and earthy notes. A superb pairing for pungent cheeses.",NULL,"April 4, 2018",6.0%,Belgium,"Palm Breweries",NULL,"2018-06-11 03:04:27"
697,http://www.lcbo.com/lcbo/product/forked-river-capital-blonde-ale/530303,"Forked River Capital Blonde Ale",NULL,NULL,NULL,"This blonde ale pays homage to the city of London which was once considered to be the capital of Upper Canada. A unique hop combination lends lively citrus character to a balanced overall profile. Soft malty character and juicy citrus peel give way to a dry finish.",NULL,"May 10, 2018",4.7%,"Ontario, Canada","Forked River Brewing",NULL,"2018-06-11 03:04:28"
698,http://www.lcbo.com/lcbo/product/forked-river-riptide-pale-ale/530329,"Forked River Riptide Pale Ale",NULL,NULL,NULL,"Benefiting from the late addition of rye this pale ale is creamy and slightly spicy with aromas of lavender, pine, and herbal hops on the nose; the palate is lightly bitter with flavours of rye, molasses and toasted nuts with a medium carbonation and mid-length, soft finish.",NULL,"March 7, 2016",5.7%,"Ontario, Canada","Forked River Brewing",NULL,"2018-06-11 03:04:28"
699,http://www.lcbo.com/lcbo/product/innis-gunn-session-ipa/519058,"Innis & Gunn Session IPA",NULL,"Light & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Light+%26+Hoppy,"The success of Innis & Gunn is driven by constant innovation. Citra, Simcoe and Cascade hops contribute to the lively, aromatic hops character of this session IPA. Aromas of citrus, pine, tropical fruits and toasted grains. On the palate, biscuity malt is balanced by grapefruit flavours and moderate bitterness.",NULL,"April 3, 2018",4.6%,"Scotland, United Kingdom","Innis & Gunn Brewing Co Ltd","Light & Hoppy","2018-06-11 03:04:28"
700,http://www.lcbo.com/lcbo/product/royal-city-rememberance-red/479188,"Royal City Rememberance Red",NULL,NULL,NULL,NULL,"Seasonal/Limited Quantities*",NULL,5.0%,"Ontario, Canada","Royal City Brewing Co. Inc.",NULL,"2018-06-11 03:04:28"
701,http://www.lcbo.com/lcbo/product/collective-arts-stranger-than-fiction-porter/442319,"Collective Arts Stranger Than Fiction, Porter",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,"Collective Arts creates a fusion of craft brewing, music and fine arts. This porter shows an opaque brown/black colour with thick, long-lasting head. Complex aromas of molasses, coffee, smoke, toasted nuts and chocolate. Malty and powerful on the palate, with a creamy mouthfeel. Smoky notes linger on a lengthy finish.","Seasonal/Limited Quantities*","November 23, 2016",5.5%,"Ontario, Canada","Collective Arts Brewing Limited","Full & Roasted","2018-06-11 03:04:28"
702,http://www.lcbo.com/lcbo/product/unibroue-a-tout-le-monde/534933,"Unibroue A Tout Le Monde",NULL,"Full & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Malty,NULL,"Seasonal/Limited Quantities*",NULL,4.5%,"Quebec, Canada","Unibroue Inc","Full & Malty","2018-06-11 03:04:28"
703,http://www.lcbo.com/lcbo/product/lake-of-bays-nightwatcher-oatmeal-stout/538991,"Lake Of Bays Nightwatcher Oatmeal Stout",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,NULL,"Seasonal/Limited Quantities*",NULL,4.4%,"Ontario, Canada","Lake Of Bays Brewing","Full & Roasted","2018-06-11 03:04:28"
704,http://www.lcbo.com/lcbo/product/amager-rye-king-danish-stout/518605,"Amager Rye King Danish Stout",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,"This effort combines the tradition of Danish brewing with American ingenuity to develop a truly unique flavour experience. Pure black in the glass this is a robust beer that resists being too heavy. Delicately smoky with roasted aromas and flavours complemented by a light spicy character from the rye.",NULL,"October 12, 2017",7.3%,Denmark,"Amager Bryghus","Full & Roasted","2018-06-11 03:04:28"
705,http://www.lcbo.com/lcbo/product/great-lakes-brewery-saison-dupump/362814,"Great Lakes Brewery Saison Dupump",NULL,"Medium & Fruity",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Fruity,"Pale gold in colour; aromas of earth, spice and pumpkin flesh, with nutty and spicy notes underlying; dry and fruity, with cleansing hops bitterness; crisp and drinkable, with understated spice flavours.","Seasonal/Limited Quantities*","October 14, 2015",5.2%,"Ontario, Canada","Great Lakes Brewing Co. Inc.","Medium & Fruity","2018-06-11 03:04:28"
706,http://www.lcbo.com/lcbo/product/red-racer-imperial-pumpkin-ale/518787,"Red Racer Imperial Pumpkin Ale",NULL,"Medium & Spicy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Spicy,NULL,NULL,NULL,8.0%,"British Columbia, Canada","Central City Brewing Company","Medium & Spicy","2018-06-11 03:04:28"
707,http://www.lcbo.com/lcbo/product/woodhouse-ipa/538538,"Woodhouse IPA",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,6.0%,"Ontario, Canada","Woodhouse Brewing Co","Medium & Hoppy","2018-06-11 03:04:28"
708,http://www.lcbo.com/lcbo/product/roundhouse-kick-imperial-stout/518456,"Roundhouse Kick Imperial Stout",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,"This Russian Imperial Stout is made for Fall nights; with its robust nose and palate it begs to savoured and contemplated. Pouring jet black with a rocky, thick head the nose is fragrant with coffee, dark fruit, grain, and milk chocolate. The palate is rich and smooth with light bitterness balancing the mocha character.",NULL,"October 12, 2017",9.2%,Germany,"Crew Republic","Full & Roasted","2018-06-11 03:04:28"
709,http://www.lcbo.com/lcbo/product/beau-s-halcyon-barrel-house-gravity-well/546861,"Beau's Halcyon Barrel House Gravity Well",NULL,"Medium & Tart",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Tart,NULL,"Seasonal/Limited Quantities*",NULL,9.0%,"Ontario, Canada","Beau's All Natural Brewing","Medium & Tart","2018-06-11 03:04:28"
710,http://www.lcbo.com/lcbo/product/refined-fool-troll-toll-cream-ale/538512,"Refined Fool Troll Toll Cream Ale",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,NULL,NULL,NULL,5.1%,"Ontario, Canada","Refined Fool Brewing Company","Medium & Malty","2018-06-11 03:04:28"
711,http://www.lcbo.com/lcbo/product/ola-dubh-special-reserve-12-years-old/107672,"Ola Dubh Special Reserve 12 Years Old",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,"Matured in Highland Park Whisky casks for a unique, yet subtle smoky character. Ola Dubh translates to 'Black Oil' which reflects the dark and viscous consistency of this ale. Expect sweet, roasty, chocolate malt notes that are complemented perfectly by hints of single malt whisky flavours.",NULL,"October 12, 2017",8.0%,"Scotland, United Kingdom","Harviestoun Brewery Ltd.","Full & Roasted","2018-06-11 03:04:28"
712,http://www.lcbo.com/lcbo/product/founders-mosaic-promise-ale/507954,"Founders Mosaic Promise Ale",NULL,"Medium & Hoppy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Hoppy,NULL,NULL,NULL,5.5%,"Michigan, USA","Founders Brewing","Medium & Hoppy","2018-06-11 03:04:28"
713,http://www.lcbo.com/lcbo/product/boulevard-brewing-funkier-pumpkin/521302,"Boulevard Brewing Funkier Pumpkin",NULL,"Full & Spicy",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Spicy,"Boulevard uses a carefully controlled kettle souring process to ensure consistency. Tangy / sour, with plenty of carbonation, this spiced sour has flavours of fresh pumpkin, baking spices and a hint of earthy brett. Palate-cleansing sour and citrusy notes round off a finish that is balanced with malty sweetness.",NULL,"September 25, 2017",8.5%,"New Jersey, USA","Boulevard Brewing Co.","Full & Spicy","2018-06-11 03:04:28"
714,http://www.lcbo.com/lcbo/product/double-trouble-pecan-porter/524876,"Double Trouble Pecan Porter",NULL,"Medium & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Medium+%26+Malty,NULL,"Seasonal/Limited Quantities*",NULL,5.6%,"Ontario, Canada","Double Trouble Brewing Co.","Medium & Malty","2018-06-11 03:04:28"
715,http://www.lcbo.com/lcbo/product/founders-breakfast-stout/522250,"Founders Breakfast Stout",NULL,"Full & Roasted",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Roasted,NULL,NULL,NULL,8.3%,"Michigan, USA","Founders Brewing","Full & Roasted","2018-06-11 03:04:28"
716,http://www.lcbo.com/lcbo/product/founders-backwoods-bastard/538629,"Founders Backwoods Bastard",NULL,"Full & Malty",http://www.lcbo.com/lcbo/search/style/10003?tasteprofile=Full+%26+Malty,"Founders Brewing Co. has evolved into one of the best-known craft breweries in the United States. Their reputation for big, flavourful ales is confirmed with Backwoods Bastard. It's aromatic, with aromas of chocolate, molasses, toasted grains, and cloves. On the palate, expect a creamy texture and moderate bitterness.",NULL,"February 7, 2018",11.1%,"Michigan, USA","Founders Brewing","Full & Malty","2018-06-11 03:04:29"
717,http://www.lcbo.com/lcbo/product/return-of-the-empire-beer/431824,"Return Of The Empire Beer",NULL,NULL,NULL,"The beer uses a new single English hop variety, Jester, which has been created to offer the zesty and citrus notes demanded by many brewers and drinkers. Return of the Empire is brewed with pale malt and wheat and it has a pale, hazy bronze colour. There are spicy and peppery hops on the nose with a powerful note of lime marmalade and biscuit malt. The palate is bittersweet with juicy malt balanced by bitter hops and fruit notes reminiscent of lychees, lemon, lime and grapefruit. The finish has cracker wheat, tart and tangy fruit and intensely bitter hop resins.",NULL,"November 9, 2017",5.7%,"England, United Kingdom","Moor Beer Company Ltd.",NULL,"2018-06-11 03:04:29"
